follow_on_rate,market_value_usd,age_years,pct_seed,pct_early,pct_growth,stage_risk,dealflow_enc,region_India,region_UK,region_USA,market__saas,market__fintech,market__ai,market__healthtech,market__technology,market__consumer_goods,market__healthcare,market__sustainability,growth_x_followon,risk_x_age,dealflow_x_risk,ml_score,ml_prob,fuzzy_score,final_score
0.36,200000000.0,1.8124572210814511,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,1.449965776865161,1.6,0.846057792006263,0.846057792006263,58.66245838101362,0.7422845087278123
0.25,150000000.0,3.649555099247091,0.8,0.15,0.05,1.0,2.0,False,False,True,1,1,1,0,0,0,0,0,0.0125,3.649555099247091,2.0,,,39.241534912290795,
0.5,500000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,2.0,False,False,True,1,1,1,1,0,0,0,0,0.15,1.0874743326488707,1.2,,,66.46674163367739,
0.36,150000000.0,1.8124572210814511,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,2.0,False,False,True,1,0,1,0,0,0,0,0,0.036000000000000004,1.449965776865161,1.6,0.8336209099566294,0.8336209099566294,58.66245838101362,0.7348223794980322
0.36,250000000.0,3.649555099247091,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,2.919644079397673,1.6,0.9112429490828623,0.9112429490828623,47.19175327736798,0.7355127825591893
0.36,200000000.0,1.8124572210814511,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,1.449965776865161,1.6,,,57.24981511166271,
0.81,58.0,0.8952772073921971,0.6883116883116883,0.18181818181818182,0.12987012987012989,0.8,2.0,True,False,False,1,0,0,1,0,0,0,0,0.10519480519480522,0.7162217659137577,1.6,0.5104528290640509,0.5104528290640509,21.27767150578137,0.391382383461556
0.36,150000000.0,3.649555099247091,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.036000000000000004,2.919644079397673,1.6,0.9044154133270447,0.9044154133270447,47.19175327736798,0.7314162611056988
0.36,250000000.0,3.811088295687885,0.65,0.24,0.11,0.6,2.0,False,False,True,1,1,1,0,0,1,0,0,0.039599999999999996,2.286652977412731,1.2,,,54.915506531144246,
0.36,250000000.0,2.9787816563997263,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,2.3830253251197813,1.6,,,52.26275571217326,
0.25,500000000.0,1.8124572210814511,0.2,0.3,0.5,0.6,2.0,False,False,True,1,1,1,1,0,0,0,0,0.125,1.0874743326488707,1.2,0.7825897700829991,0.7825897700829991,65.63452342618906,0.7320919557545558
0.36,250000000.0,3.649555099247091,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,0,0,0,0,0,0,0,0,0.019148936170212766,2.919644079397673,1.6,,,47.55291961330611,
0.36,150000000.0,1.8124572210814511,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,0,0,0,0,0,0,0,1,0.019148936170212766,1.449965776865161,1.6,0.7383089523629857,0.7383089523629857,55.061346160799275,0.6632307560609885
0.45,150000000.0,1.8124572210814511,0.15,0.6,0.25,0.5,2.0,False,False,True,1,1,1,0,0,0,0,0,0.1125,0.9062286105407256,1.0,,,67.53281583895665,
0.36,247000000.0,1.8124572210814511,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,1.449965776865161,1.6,0.846057792006263,0.846057792006263,58.66245838101362,0.7422845087278123
0.36,150000000.0,0.0,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,0,0,0,0,0,0,0,0,0.019148936170212766,0.0,1.6,,,59.967840245155024,
0.3,150000000.0,3.649555099247091,0.75,0.2,0.05,0.8,2.0,False,False,True,1,0,1,0,0,0,0,0,0.015,2.919644079397673,1.6,,,47.690567117695835,
0.33872483221476507,15000000.0,1.8124572210814511,0.85,0.1,0.05,1.0,2.0,False,False,True,1,1,0,0,0,0,0,0,0.016936241610738253,1.8124572210814511,2.0,0.9218045053868069,0.9218045053868069,46.82386959855771,0.7403781816263149
0.36,200000000.0,3.649555099247091,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,2.0,False,False,True,1,1,0,0,0,0,0,0,0.019148936170212766,2.919644079397673,1.6,0.9999999998832009,0.9999999998832009,47.19175327736798,0.7887670130393925
0.3,150000000.0,3.649555099247091,0.7,0.25,0.05,0.6,2.0,False,False,True,1,1,1,0,0,0,0,0,0.015,2.1897330595482543,1.2,0.8299083403712927,0.8299083403712927,60.218873810007445,0.7388204994628054
0.45,150000000.0,1.8124572210814511,0.15,0.6,0.25,0.5,2.0,False,False,False,1,1,0,0,0,0,0,0,0.1125,0.9062286105407256,1.0,,,67.53281583895665,
0.3,150000000.0,0.0,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,2.0,False,False,True,1,1,1,0,0,0,0,0,0.030000000000000006,0.0,1.6,,,59.56350360246842,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,0,0,0,0,1,1,0,0,0.010000000000000002,1.449965776865161,0.8,,,52.14269555831969,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,True,False,False,1,1,0,1,0,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.17,68.0,0.8952772073921971,0.7204301075268817,0.2258064516129032,0.053763440860215055,0.8,1.0,False,False,False,1,0,0,1,0,0,0,0,0.00913978494623656,0.7162217659137577,0.8,0.5364119185963537,0.5364119185963537,40.40508837815098,0.4834675046704161
0.4,150000000.0,3.649555099247091,0.15,0.35,0.5,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.2,2.1897330595482543,0.6,,,60.218873810007445,
0.36,100000000.0,3.649555099247091,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,2.919644079397673,0.8,,,47.55291961330611,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,True,False,False,1,1,1,0,0,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.36,50000000.0,1.8124572210814511,0.6914893617021276,0.2553191489361702,0.05319148936170213,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.019148936170212766,1.449965776865161,0.8,,,57.24981511166271,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,1,0,0,0,1,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.3,150000000.0,3.811088295687885,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.030000000000000006,2.286652977412731,0.6,0.7816958679901654,0.7816958679901654,59.349157561341926,0.706414151039467
0.4,150000000.0,1.8124572210814511,0.15,0.45,0.4,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.16000000000000003,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,,,52.14269555831969,
0.4,150000000.0,3.649555099247091,0.15,0.5,0.35,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.13999999999999999,2.1897330595482543,0.6,0.9612918014627903,0.9612918014627903,60.218873810007445,0.817650576117704
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,,,52.14269555831969,
0.4,150000000.0,3.3155373032169746,0.15,0.5,0.35,0.6,1.0,False,False,True,1,1,0,0,0,0,0,0,0.13999999999999999,1.9893223819301846,0.6,,,61.801887326130014,
0.2,50000000.0,2.650239561943874,0.75,0.2,0.05,0.8,1.0,False,False,True,0,0,0,0,1,0,0,0,0.010000000000000002,2.120191649555099,0.8,,,49.42494136196964,
0.4,250000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.2,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,3.649555099247091,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,2.919644079397673,0.8,,,44.36514769015871,
0.4,150000000.0,1.8124572210814511,0.15,0.5,0.35,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.13999999999999999,1.0874743326488707,0.6,0.817948014180844,0.817948014180844,66.44988884047949,0.7565683638704244
0.65,520000000.0,10.650239561943874,0.1,0.15,0.75,0.6,1.0,False,False,True,1,1,0,0,0,0,0,0,0.48750000000000004,6.390143737166324,0.6,,,49.99999999999999,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,0,0,0,0,1,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,3.649555099247091,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,0,0,0,0,0,0,0.010000000000000002,2.919644079397673,0.8,,,44.36514769015871,
0.4,150000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.2,1.0874743326488707,0.6,0.8083900634690776,0.8083900634690776,66.24429999445786,0.750011238059278
0.2,50000000.0,3.649555099247091,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,2.919644079397673,0.8,0.7763485078185719,0.7763485078185719,46.88898290834098,0.653365036324507
0.55,500000000.0,1.8124572210814511,0.15,0.3,0.55,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.30250000000000005,1.0874743326488707,0.6,,,66.46674163367739,
0.38,80.0,0.8952772073921971,0.6933333333333334,0.16,0.14666666666666667,0.8,1.0,False,True,False,0,1,0,1,0,0,0,0,0.055733333333333336,0.7162217659137577,0.8,,,58.79831637281924,
0.55,500000000.0,8.314852840520192,0.15,0.3,0.55,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.30250000000000005,4.988911704312115,0.6,,,49.99999999999999,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,0.7111633507419721,0.7111633507419721,53.40188780935448,0.6403055616826012
0.55,350000000.0,3.649555099247091,0.15,0.3,0.55,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.30250000000000005,2.1897330595482543,0.6,,,60.218873810007445,
0.28,55000000.0,3.649555099247091,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.028000000000000008,2.919644079397673,0.8,,,47.806016033609225,
0.55,500000000.0,1.8124572210814511,0.15,0.3,0.55,0.6,1.0,False,False,False,0,0,0,0,1,1,1,0,0.30250000000000005,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,,,52.14269555831969,
0.4,150000000.0,1.8124572210814511,0.1,0.3,0.6,0.6,1.0,False,False,True,0,0,0,1,0,0,0,0,0.24,1.0874743326488707,0.6,,,66.46674163367739,
0.3,150000000.0,3.649555099247091,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.030000000000000006,2.1897330595482543,0.6,0.7777105075586072,0.7777105075586072,60.218873810007445,0.7075017997751941
0.4,150000000.0,3.3155373032169746,0.1,0.3,0.6,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.24,1.9893223819301846,0.6,,,61.801887326130014,
0.3,50000000.0,3.811088295687885,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,1.0,False,False,True,1,0,1,1,0,0,0,0,0.030000000000000006,3.0488706365503084,0.8,,,46.33509527620742,
0.4,175000000.0,3.649555099247091,0.15,0.35,0.5,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.2,2.1897330595482543,0.6,0.9517338507510235,0.9517338507510235,60.218873810007445,0.8119158056906439
0.3,50000000.0,3.649555099247091,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.030000000000000006,2.919644079397673,0.8,,,47.690567117695835,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.28,95000000.0,3.649555099247091,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.014000000000000002,2.919644079397673,0.8,,,47.806016033609225,
0.4,150000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,1.0,False,False,True,0,0,0,0,0,0,0,0,0.2,1.0874743326488707,0.6,,,66.46674163367739,
0.35,88.0,0.8952772073921971,0.6666666666666666,0.19999999999999998,0.13333333333333333,0.8,1.0,False,False,True,1,0,0,1,0,0,0,0,0.04666666666666666,0.7162217659137577,0.8,,,59.59210762703737,
0.4,150000000.0,3.649555099247091,0.15,0.35,0.5,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.2,2.1897330595482543,0.6,0.8537150948178157,0.8537150948178157,60.218873810007445,0.7531045521307193
0.3,150000000.0,1.8124572210814511,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.030000000000000006,1.0874743326488707,0.6,,,57.44966866012727,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,0.7111633507419721,0.7111633507419721,53.40188780935448,0.6403055616826012
0.55,250000000.0,3.3155373032169746,0.15,0.3,0.55,0.6,1.0,False,False,True,1,1,1,0,0,0,0,0,0.30250000000000005,1.9893223819301846,0.6,,,61.801887326130014,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,1,1,0,1,0,0,0,0,0.12,1.0874743326488707,0.6,0.755473350880782,0.755473350880782,64.90270044361189,0.7128948123029168
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,1.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.8,0.7111633507419721,0.7111633507419721,53.40188780935448,0.6403055616826012
0.4,150000000.0,1.8124572210814511,0.15,0.5,0.35,0.6,1.0,True,False,False,1,1,1,0,0,0,0,0,0.13999999999999999,1.0874743326488707,0.6,,,66.46674163367739,
0.2,50000000.0,3.649555099247091,0.75,0.2,0.05,0.8,1.0,False,False,True,0,0,1,0,0,0,0,1,0.010000000000000002,2.919644079397673,0.8,0.5798426173749559,0.5798426173749559,43.982124176395125,0.5238340671305541
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,1.0,False,False,True,0,0,0,0,1,0,1,0,0.12,1.0874743326488707,0.6,,,66.46674163367739,
0.55,500000000.0,10.650239561943874,0.15,0.3,0.55,0.4,0.0,False,False,True,1,1,1,0,0,0,0,0,0.30250000000000005,4.26009582477755,0.0,,,49.99999999999999,
0.4,150000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,0.0,False,False,True,1,1,1,0,0,0,0,0,0.2,1.0874743326488707,0.0,,,66.46674163367739,
0.2,50000000.0,8.314852840520192,0.75,0.2,0.05,0.8,0.0,False,False,True,1,1,1,0,0,0,0,0,0.010000000000000002,6.651882272416154,0.0,,,32.730362753499,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,0.0,False,False,False,1,1,1,0,0,0,0,0,0.12,1.0874743326488707,0.0,,,66.46674163367739,
0.25,500000000.0,15.811088295687885,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.6,0.0,False,False,True,1,1,1,1,0,0,0,0,0.025000000000000005,9.48665297741273,0.0,0.797253890096666,0.797253890096666,49.99999999999999,0.6783523340579996
0.4,150000000.0,0.0,0.15,0.6,0.25,0.6,0.0,False,False,True,1,1,0,1,0,0,0,0,0.1,0.0,0.0,,,68.39204424590515,
0.1,15000000.0,1.8124572210814511,0.8,0.15,0.05,1.0,0.0,False,False,True,1,1,0,0,0,0,0,0,0.005000000000000001,1.8124572210814511,0.0,,,47.82092920357484,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.12,1.0874743326488707,0.0,,,66.46674163367739,
0.33872483221476507,15000000.0,1.8124572210814511,0.85,0.1,0.05,1.0,0.0,False,False,True,1,1,1,0,0,0,0,0,0.016936241610738253,1.8124572210814511,0.0,0.5941511693281167,0.5941511693281167,33.254066946476236,0.48950696938277494
0.67,250000000.0,3.649555099247091,0.15,0.38,0.47,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.3149,2.1897330595482543,0.0,,,60.218873810007445,
0.23,37.0,0.8952772073921971,0.5930232558139535,0.29069767441860467,0.11627906976744187,0.8,0.0,True,False,False,0,0,1,1,0,0,0,0,0.02674418604651163,0.7162217659137577,0.0,0.0009626641937660621,0.0009626641937660621,16.132275132275137,0.06510669904536018
0.4,150000000.0,3.3155373032169746,0.2,0.5,0.3,0.6,0.0,False,False,True,1,1,0,1,0,0,0,0,0.12,1.9893223819301846,0.0,0.7438647003044587,0.7438647003044587,61.801887326130014,0.6935263694871953
0.15,25000000.0,1.8124572210814511,0.8,0.15,0.05,1.0,0.0,True,False,False,1,1,1,0,0,0,0,0,0.0075,1.8124572210814511,0.0,0.40388519319977895,0.40388519319977895,29.149527779671605,0.3589292270385538
0.4,55000000.0,0.0,0.1,0.6,0.3,0.6,0.0,False,False,True,1,0,0,0,0,0,0,0,0.12,0.0,0.0,,,68.39204424590515,
0.45,115000000.0,3.649555099247091,0.30000000000000004,0.6000000000000001,0.10000000000000002,0.5,0.0,False,False,True,1,1,1,0,0,0,0,0,0.04500000000000001,1.8247775496235454,0.0,0.7956026937865596,0.7956026937865596,61.082405160245585,0.7216912369129181
0.55,150000000.0,3.649555099247091,0.15,0.3,0.55,0.6,0.0,False,False,False,1,1,1,0,0,0,0,0,0.30250000000000005,2.1897330595482543,0.0,0.8136177718687403,0.8136177718687403,60.218873810007445,0.729046158361274
0.15,50000000.0,1.8124572210814511,0.8,0.15,0.05,1.0,0.0,False,False,True,1,1,1,0,0,0,0,0,0.0075,1.8124572210814511,0.0,,,47.756577845499784,
0.4,150000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.2,1.0874743326488707,0.0,,,66.46674163367739,
0.45,120000000.0,1.8124572210814511,0.15,0.6,0.25,0.5,0.0,False,False,False,1,1,0,0,0,0,0,0,0.1125,0.9062286105407256,0.0,0.8549810166537576,0.8549810166537576,67.53281583895665,0.7831198733480811
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,0.0,True,False,False,1,1,0,1,0,0,0,0,0.12,1.0874743326488707,0.0,0.45502513629998564,0.45502513629998564,49.99999999999999,0.4730150817799914
0.15,35000000.0,1.8124572210814511,0.8,0.15,0.05,1.0,0.0,False,False,False,1,1,0,1,0,0,0,0,0.0075,1.8124572210814511,0.0,,,47.756577845499784,
0.4,150000000.0,0.0,0.15,0.35,0.5,0.6,0.0,False,True,False,1,1,0,0,0,0,0,0,0.2,0.0,0.0,,,68.39204424590515,
0.4,150000000.0,1.8124572210814511,0.15,0.6,0.25,0.6,0.0,False,False,False,1,1,0,1,0,0,0,0,0.1,1.0874743326488707,0.0,0.6812883708384164,0.6812883708384164,62.343911696213674,0.6581486692879046
0.45,120000000.0,3.811088295687885,0.1,0.7,0.2,0.5,0.0,False,False,True,1,1,1,0,0,0,0,0,0.09000000000000001,1.9055441478439425,0.0,,,60.169261392282166,
0.4,150000000.0,1.8124572210814511,0.15,0.35,0.5,0.6,0.0,False,False,True,1,1,0,1,0,0,0,0,0.2,1.0874743326488707,0.0,,,66.46674163367739,
0.15,20000000.0,1.8124572210814511,0.85,0.1,0.05,1.0,0.0,False,False,True,1,1,1,0,0,0,0,0,0.0075,1.8124572210814511,0.0,,,47.756577845499784,
0.12,78.0,0.8952772073921971,0.5154639175257733,0.27835051546391754,0.2061855670103093,0.6,0.0,True,False,False,0,0,1,1,0,0,0,0,0.024742268041237116,0.5371663244353182,0.0,,,50.93491561409646,
0.15,15000000.0,2.650239561943874,0.8,0.15,0.05,1.0,0.0,False,False,True,0,0,0,0,1,1,1,0,0.0075,2.650239561943874,0.0,,,45.167331459281726,
0.4,150000000.0,3.649555099247091,0.15,0.6,0.25,0.6,0.0,False,False,True,1,1,0,1,0,0,0,0,0.1,2.1897330595482543,0.0,,,60.218873810007445,
0.45,120000000.0,3.649555099247091,0.15,0.6,0.25,0.5,0.0,False,False,True,1,1,0,0,0,0,0,0,0.1125,1.8247775496235454,0.0,0.9409410639073544,0.9409410639073544,61.082405160245585,0.808894258985395
0.4,150000000.0,3.649555099247091,0.1,0.6,0.3,0.6,0.0,False,False,True,1,1,1,0,0,0,0,0,0.12,2.1897330595482543,0.0,,,60.218873810007445,
0.25,55000000.0,3.811088295687885,0.7,0.25,0.05,0.6,0.0,False,False,True,1,1,1,0,0,0,0,0,0.0125,2.286652977412731,0.0,,,46.470348307958126,
0.4,150000000.0,1.8124572210814511,0.1,0.3,0.6,0.6,0.0,False,False,True,0,1,0,0,0,0,0,0,0.24,1.0874743326488707,0.0,,,66.46674163367739,
0.25,50000000.0,3.811088295687885,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.6,0.0,False,False,True,0,0,0,0,1,1,1,0,0.025000000000000005,2.286652977412731,0.0,,,46.470348307958126,
0.4,150000000.0,3.7262149212867897,0.3,0.5,0.2,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.08000000000000002,2.2357289527720736,0.0,,,59.81549820698431,
0.2,50000000.0,2.650239561943874,0.7000000000000001,0.20000000000000004,0.10000000000000002,0.6,0.0,False,False,True,0,0,0,0,0,0,0,0,0.020000000000000004,1.5901437371663245,0.0,,,49.48518091574491,
0.55,350000000.0,6.650239561943874,0.15,0.3,0.55,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.30250000000000005,3.990143737166324,0.0,,,49.99999999999999,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,0.0,True,False,False,1,1,0,1,0,0,0,0,0.010000000000000002,1.449965776865161,0.0,0.29920557477078785,0.29920557477078785,16.320432149124027,0.24480507345896882
0.4,150000000.0,1.8124572210814511,0.1,0.6,0.3,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.12,1.0874743326488707,0.0,,,66.46674163367739,
0.2,50000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,0.0,True,False,False,1,0,1,0,0,0,0,0,0.010000000000000002,1.449965776865161,0.0,,,52.14269555831969,
0.55,150000000.0,3.7262149212867897,0.15,0.3,0.55,0.6,0.0,False,False,True,1,1,0,1,0,0,0,0,0.30250000000000005,2.2357289527720736,0.0,,,59.81549820698431,
0.25,50000000.0,1.8124572210814511,0.6000000000000001,0.30000000000000004,0.10000000000000002,0.6,0.0,False,False,True,1,1,0,0,1,0,0,0,0.025000000000000005,1.0874743326488707,0.0,,,54.31694121277835,
0.4,150000000.0,3.649555099247091,0.15,0.35,0.5,0.6,0.0,False,False,True,1,1,0,0,0,0,0,0,0.2,2.1897330595482543,0.0,0.948024369836546,0.948024369836546,60.218873810007445,0.8096901171419574
0.55,500000000.0,1.8124572210814511,0.1,0.35,0.55,0.4,0.0,False,False,True,1,1,0,1,0,0,0,0,0.30250000000000005,0.7249828884325805,0.0,,,66.72091842978226,
0.4,150000000.0,1.8124572210814511,0.3,0.4,0.3,0.6,0.0,False,False,True,1,1,0,0,1,0,0,0,0.12,1.0874743326488707,0.0,,,66.46674163367739,
0.2,5000000.0,1.8124572210814511,0.75,0.2,0.05,0.8,0.0,False,True,False,1,1,0,1,0,0,0,0,0.010000000000000002,1.449965776865161,0.0,0.15215536806038527,0.15215536806038527,15.555555555555555,0.15351544305845338
0.35,143.0,0.8952772073921971,0.6666666666666667,0.13333333333333333,0.2,0.6,0.0,True,False,False,0,1,1,0,0,0,0,0,0.06999999999999999,0.5371663244353182,0.0,,,63.09005457866621,
